,id,date,zipcode,condition,grade,price,median price,status
0,9282801950,2014-08-18,98178,regular,average design,279000.0,279500.0,buy
1,4136800205,2015-02-19,98178,regular,average design,258000.0,279500.0,buy
2,4058801230,2015-03-05,98178,regular,average design,256000.0,279500.0,buy
3,1455100116,2015-02-02,98125,good,average design,397500.0,425000.0,buy
4,8902000201,2015-02-19,98125,regular,average design,338500.0,425000.0,buy
5,8832900155,2015-04-14,98028,regular,average design,439000.0,442500.0,buy
6,4140900050,2015-01-26,98028,regular,average design,440000.0,442500.0,buy
7,3013300288,2014-09-30,98136,regular,average design,478500.0,489950.0,buy
8,2624039114,2015-04-13,98136,regular,average design,360000.0,489950.0,buy
9,2493200370,2014-11-12,98136,regular,average design,415000.0,489950.0,buy
10,4319200450,2015-01-20,98136,regular,average design,436000.0,489950.0,buy
11,2487200680,2015-02-24,98136,regular,average design,447000.0,489950.0,buy
12,1925069006,2014-12-03,98074,good,average design,355000.0,645000.0,buy
13,1825069031,2014-08-14,98074,good,average design,550000.0,645000.0,buy
14,7527000090,2014-08-14,98074,regular,average design,540000.0,645000.0,buy
15,6646200770,2014-07-24,98074,regular,average design,610000.0,645000.0,buy
16,8653600050,2015-02-25,98074,good,average design,572000.0,645000.0,buy
17,1428001160,2015-04-20,98053,regular,average design,550000.0,635000.0,buy
18,8682310470,2015-01-07,98053,regular,average design,445000.0,635000.0,buy
19,225069016,2014-07-22,98053,regular,average design,568000.0,635000.0,buy
20,7183000060,2015-03-25,98003,regular,average design,260000.0,269500.0,buy
21,6052400575,2014-05-14,98198,regular,average design,175000.0,266750.0,buy
22,6052401215,2014-06-09,98198,good,average design,255000.0,266750.0,buy
23,2011400782,2014-08-04,98198,regular,average design,229500.0,266750.0,buy
24,5101402312,2015-04-23,98115,regular,average design,485000.0,570000.0,buy
25,5101400838,2014-09-16,98115,good,average design,450000.0,570000.0,buy
26,438000015,2014-09-16,98115,regular,average design,555000.0,570000.0,buy
27,5101404444,2015-04-14,98115,regular,average design,564000.0,570000.0,buy
28,5101402276,2014-12-17,98115,regular,average design,495000.0,570000.0,buy
29,2464400435,2015-04-20,98115,regular,average design,567000.0,570000.0,buy
30,8024201714,2014-11-17,98115,regular,average design,489000.0,570000.0,buy
31,8024201795,2014-11-17,98115,regular,average design,397000.0,570000.0,buy
32,8924100430,2014-12-24,98115,regular,average design,500000.0,570000.0,buy
33,5100400315,2014-05-23,98115,regular,average design,379000.0,570000.0,buy
34,5100402310,2014-12-12,98115,good,average design,425000.0,570000.0,buy
35,9287801455,2014-10-28,98107,good,average design,484950.0,529975.0,buy
36,455000841,2014-08-29,98107,regular,average design,475000.0,529975.0,buy
37,1225039052,2014-11-12,98107,regular,average design,465000.0,529975.0,buy
38,8122101146,2014-09-29,98126,good,average design,320000.0,396587.5,buy
39,9285800345,2014-06-26,98126,regular,average design,320000.0,396587.5,buy
40,9284801845,2014-08-05,98126,good,average design,354000.0,396587.5,buy
41,9285800801,2014-09-26,98126,regular,average design,364500.0,396587.5,buy
42,2324039077,2015-04-27,98126,regular,average design,306000.0,396587.5,buy
43,226109056,2015-03-26,98019,regular,average design,170000.0,401250.0,buy
44,9468200125,2014-08-26,98103,good,average design,480000.0,550000.0,buy
45,3363900111,2014-12-03,98103,good,average design,437500.0,550000.0,buy
46,1930301555,2014-07-01,98103,regular,average design,500000.0,550000.0,buy
47,3797000830,2014-05-30,98103,good,average design,425000.0,550000.0,buy
48,1972202005,2014-05-21,98103,good,average design,475000.0,550000.0,buy
49,9521100280,2014-06-12,98103,regular,average design,480000.0,550000.0,buy
50,1972202010,2014-08-01,98103,regular,average design,435000.0,550000.0,buy
51,9530101670,2014-06-23,98103,regular,average design,525000.0,550000.0,buy
52,9523102420,2014-09-22,98103,good,average design,535000.0,550000.0,buy
53,1972202023,2014-09-04,98103,regular,average design,504500.0,550000.0,buy
54,3918400028,2014-10-21,98133,regular,average design,367000.0,375000.0,buy
55,8910500226,2015-04-09,98133,regular,average design,370350.0,375000.0,buy
56,4099500935,2014-07-23,98040,good,average design,705000.0,993750.0,buy
57,7598100735,2014-08-29,98040,good,average design,769000.0,993750.0,buy
58,3622910190,2014-05-21,98040,good,average design,895000.0,993750.0,buy
59,2581300055,2014-11-21,98040,good,average design,885000.0,993750.0,buy
60,321100260,2014-06-30,98040,good,average design,896000.0,993750.0,buy
61,1924059248,2014-06-02,98040,regular,average design,870000.0,993750.0,buy
62,5459500145,2014-06-13,98040,good,average design,975000.0,993750.0,buy
63,3024059044,2014-09-09,98040,good,average design,990000.0,993750.0,buy
64,4099500605,2015-04-17,98040,regular,average design,840000.0,993750.0,buy
65,2599200160,2014-08-18,98092,good,average design,295450.0,309780.0,buy
66,3521059042,2014-07-28,98092,good,average design,255500.0,309780.0,buy
67,3621059043,2014-05-27,98092,regular,average design,293000.0,309780.0,buy
68,2122059160,2015-04-27,98030,regular,average design,248000.0,283000.0,buy
69,2771601730,2014-06-29,98119,good,average design,530000.0,744975.0,buy
70,6905200050,2014-10-09,98119,regular,average design,606400.0,744975.0,buy
71,7011201016,2014-10-01,98119,regular,average design,585000.0,744975.0,buy
72,7011201333,2014-09-17,98119,regular,average design,590000.0,744975.0,buy
73,6169901185,2014-05-20,98119,regular,average design,490000.0,744975.0,buy
74,7011201004,2014-05-29,98119,regular,average design,645000.0,744975.0,buy
75,5016003230,2015-02-18,98112,regular,average design,169317.0,917500.0,buy
76,5016001060,2014-05-30,98112,regular,average design,650000.0,917500.0,buy
77,5015000190,2014-06-25,98112,good,average design,690500.0,917500.0,buy
78,3204300225,2014-11-03,98112,regular,average design,508000.0,917500.0,buy
79,6421100592,2014-09-10,98052,regular,average design,510000.0,615000.0,buy
80,1310930100,2015-03-18,98052,regular,average design,525000.0,615000.0,buy
81,623069068,2014-06-27,98027,good,average design,425000.0,571000.0,buy
82,1924069071,2014-07-29,98027,good,average design,485000.0,571000.0,buy
83,3388300730,2014-09-10,98027,good,average design,550388.0,571000.0,buy
84,1423069077,2014-09-15,98027,good,average design,570000.0,571000.0,buy
85,2523069134,2015-04-06,98027,good,average design,495000.0,571000.0,buy
86,579003610,2015-02-24,98117,good,average design,517500.0,545000.0,buy
87,2877101031,2014-07-02,98117,regular,average design,512031.0,545000.0,buy
88,579000550,2014-11-07,98117,regular,average design,440000.0,545000.0,buy
89,2214800110,2014-08-20,98001,regular,average design,259900.0,260000.0,buy
90,7227802030,2014-06-23,98056,regular,average design,350000.0,380000.0,buy
91,9476700135,2015-03-19,98056,good,average design,300000.0,380000.0,buy
92,9476200485,2014-09-29,98056,good,average design,261490.0,380000.0,buy
93,425400070,2014-07-17,98056,good,average design,238000.0,380000.0,buy
94,5592900230,2014-12-24,98056,good,average design,320000.0,380000.0,buy
95,9476200020,2015-03-06,98056,good,average design,254000.0,380000.0,buy
96,6118600045,2014-08-25,98166,good,average design,350000.0,392500.0,buy
97,2929600020,2014-08-05,98166,regular,average design,375000.0,392500.0,buy
98,7631800110,2014-09-18,98166,regular,average design,380000.0,392500.0,buy
99,121039156,2015-01-09,98023,regular,average design,249000.0,269000.0,buy
100,2123039032,2014-10-27,98070,good,average design,369900.0,465000.0,buy
101,3523029041,2014-10-09,98070,good,average design,290000.0,465000.0,buy
102,2817100570,2014-06-27,98070,good,average design,453000.0,465000.0,buy
103,8550001515,2014-10-01,98070,good,average design,429592.0,465000.0,buy
104,222029026,2014-09-17,98070,good,average design,340000.0,465000.0,buy
105,221029019,2015-04-28,98070,regular,average design,400000.0,465000.0,buy
106,8886000021,2014-06-16,98070,regular,average design,445000.0,465000.0,buy
107,7558800570,2014-08-13,98070,good,average design,367000.0,465000.0,buy
108,2923039243,2014-11-13,98070,regular,average design,340000.0,465000.0,buy
109,2781600195,2014-11-17,98070,regular,average design,285000.0,465000.0,buy
110,5216200090,2014-06-16,98070,good,average design,385000.0,465000.0,buy
111,8819900055,2015-03-30,98105,good,average design,503000.0,675000.0,buy
112,7430500415,2014-07-25,98008,good,average design,540000.0,545000.0,buy
113,4038700720,2014-09-18,98008,regular,average design,525126.0,545000.0,buy
114,8857320120,2015-03-10,98008,good,average design,542000.0,545000.0,buy
115,9828200147,2015-04-10,98122,regular,average design,425000.0,574000.0,buy
116,5312100040,2015-04-23,98144,good,average design,400000.0,452500.0,buy
117,1695900025,2015-03-27,98144,good,average design,450000.0,452500.0,buy
118,627300145,2014-08-14,98004,regular,average design,1148000.0,1150000.0,buy
119,9808590210,2014-05-13,98004,regular,average design,860000.0,1150000.0,buy
120,9542100135,2014-11-12,98005,regular,average design,620000.0,765475.0,buy
121,7558300170,2014-12-12,98034,good,average design,439000.0,446000.0,buy
122,2125400160,2014-11-14,98034,regular,average design,427800.0,446000.0,buy
123,824069121,2014-12-22,98075,regular,average design,585000.0,739999.5,buy
124,9201000120,2015-04-22,98075,good,average design,650000.0,739999.5,buy
125,1724069043,2014-06-18,98075,good,average design,739888.0,739999.5,buy
126,194000575,2014-10-14,98116,regular,average design,455000.0,565500.0,buy
127,7936000252,2015-05-11,98116,good,average design,521000.0,565500.0,buy
128,194000565,2015-04-09,98116,regular,average design,505000.0,565500.0,buy
129,1021000060,2015-03-04,98116,good,average design,550500.0,565500.0,buy
130,952006680,2015-01-29,98116,regular,average design,550000.0,565500.0,buy
131,1024000109,2014-07-10,98116,regular,average design,295000.0,565500.0,buy
132,952001660,2014-09-16,98116,regular,average design,500000.0,565500.0,buy
133,3508100161,2015-03-27,98116,regular,average design,500000.0,565500.0,buy
134,9272201318,2015-04-14,98116,regular,average design,540000.0,565500.0,buy
135,3226200105,2014-05-23,98118,regular,average design,325000.0,370000.0,buy
136,7130300690,2014-10-28,98118,good,average design,308000.0,370000.0,buy
137,8842400071,2014-05-07,98118,regular,average design,352000.0,370000.0,buy
138,1604601855,2015-02-13,98118,regular,average design,360500.0,370000.0,buy
139,7010700245,2014-12-31,98199,regular,average design,565000.0,689900.0,buy
140,2771600350,2014-05-06,98199,regular,average design,575000.0,689900.0,buy
141,5037300130,2015-05-04,98199,good,average design,672500.0,689900.0,buy
142,2351800065,2015-02-17,98199,regular,average design,590000.0,689900.0,buy
143,2771603990,2014-07-15,98199,regular,average design,625000.0,689900.0,buy
144,2895110062,2014-12-02,98032,regular,average design,249000.0,250000.0,buy
145,7795400046,2014-06-11,98045,good,average design,276900.0,399500.0,buy
146,1023089228,2014-07-17,98045,regular,average design,350000.0,399500.0,buy
147,5702450250,2014-07-17,98045,regular,average design,340000.0,399500.0,buy
148,7795810110,2015-05-12,98045,good,average design,390000.0,399500.0,buy
149,5702450260,2014-07-23,98045,regular,average design,324000.0,399500.0,buy
150,1023089096,2014-08-08,98045,regular,average design,299000.0,399500.0,buy
151,323089005,2015-03-26,98045,good,average design,240000.0,399500.0,buy
152,9390700095,2014-08-08,98102,regular,average design,407500.0,720000.0,buy
153,6126500060,2014-11-24,98108,regular,average design,329950.0,345000.0,buy
154,7370600050,2014-08-19,98177,regular,average design,452000.0,557000.0,buy
155,7280300080,2015-02-02,98177,regular,average design,510000.0,557000.0,buy
156,7278100665,2015-02-04,98177,good,average design,370000.0,557000.0,buy
157,7277100055,2015-02-24,98177,regular,average design,500000.0,557000.0,buy
158,930000425,2015-03-01,98177,regular,average design,440000.0,557000.0,buy
159,7853340960,2015-02-27,98065,regular,average design,425590.0,500000.0,buy
160,7853340660,2014-08-06,98065,regular,average design,382000.0,500000.0,buy
161,2424400130,2014-05-18,98065,regular,average design,352500.0,500000.0,buy
162,7853220610,2014-07-29,98065,regular,average design,457000.0,500000.0,buy
163,7853220910,2014-09-15,98065,regular,average design,485000.0,500000.0,buy
164,2024059084,2015-03-13,98006,good,average design,625000.0,760184.5,buy
165,2141310490,2015-01-02,98006,regular,average design,625000.0,760184.5,buy
166,8965500900,2015-02-13,98006,regular,average design,725000.0,760184.5,buy
167,2141330050,2014-05-20,98006,good,average design,760000.0,760184.5,buy
168,2424059116,2014-11-05,98006,good,average design,740000.0,760184.5,buy
169,1524059027,2014-05-06,98006,regular,average design,675000.0,760184.5,buy
170,2024059059,2014-10-10,98006,good,average design,693000.0,760184.5,buy
171,5457300703,2015-03-20,98109,regular,average design,707500.0,736000.0,buy
172,5457300696,2014-06-27,98109,regular,average design,700000.0,736000.0,buy
173,5244800125,2014-08-05,98109,good,average design,650000.0,736000.0,buy
174,1929300415,2014-11-19,98109,good,average design,710000.0,736000.0,buy
175,1689401526,2015-03-23,98109,regular,average design,605000.0,736000.0,buy
176,5437810320,2014-11-17,98022,good,average design,269950.0,279500.0,buy
177,8880600070,2014-11-12,98022,regular,average design,245000.0,279500.0,buy
178,8078490090,2015-05-08,98022,regular,average design,245000.0,279500.0,buy
179,2372800050,2014-05-21,98022,good,average design,220000.0,279500.0,buy
180,1320069163,2015-03-04,98022,good,average design,243000.0,279500.0,buy
181,2520069100,2014-10-16,98022,good,average design,275000.0,279500.0,buy
182,2620069077,2015-04-22,98022,good,average design,215000.0,279500.0,buy
183,2120069003,2014-11-24,98022,good,average design,220000.0,279500.0,buy
184,8141310180,2014-11-18,98022,regular,average design,277500.0,279500.0,buy
185,1320069249,2014-10-20,98022,good,average design,192500.0,279500.0,buy
186,2309710130,2014-07-15,98022,regular,average design,272000.0,279500.0,buy
187,6665800030,2014-07-18,98033,regular,average design,590000.0,678000.0,buy
188,3886902505,2015-03-11,98033,regular,average design,616300.0,678000.0,buy
189,4151800195,2015-03-30,98033,good,average design,650000.0,678000.0,buy
190,1720800305,2014-11-19,98033,good,average design,611900.0,678000.0,buy
191,3764500090,2014-05-21,98033,regular,average design,655000.0,678000.0,buy
192,1568100730,2015-02-18,98155,good,average design,325000.0,377225.0,buy
193,4036400110,2015-01-29,98155,regular,average design,300000.0,377225.0,buy
194,2114700040,2015-04-14,98106,regular,average design,260000.0,315000.0,buy
195,7972601680,2015-03-23,98106,regular,average design,290000.0,315000.0,buy
196,425079100,2014-12-31,98014,regular,average design,406500.0,415000.0,buy
197,4045500130,2014-09-09,98014,regular,average design,154000.0,415000.0,buy
198,3294700030,2014-05-09,98055,good,average design,280950.0,297225.0,buy
199,7221400320,2014-10-03,98055,regular,average design,213000.0,297225.0,buy
200,3294700101,2014-09-09,98055,good,average design,295000.0,297225.0,buy
201,7221400285,2015-02-09,98055,regular,average design,265000.0,297225.0,buy
202,6447300345,2015-04-06,98039,regular,average design,1160000.0,1905000.0,buy
